s1_id,other_id,other_source,s1_name,other_name,s1_address,other_address,s1_country,other_country,label
S1-827331738,S2-163597950,S2,Amritha Hospital,DEVELOPERS BEST TECHNOLOGIES,"Fl203 Sn 5/2 Sidhapuri Bl, Takshashila Soc Narhe, Haveli, Pune, Maharashtra","##34, FACTORY AREA, NEAR FIRE BRIGADE HQRS., FAZALGANJ, KANPUR, Uttar Pradesh",India,India,0
S1-121990524,S3-576174082,S3,Back Alley Deli!,Back Alley  Deli!,"21405 153, Bullard, TX","1405 153, Blulard Township, Texas",US,US,1
S1-966691499,S3-476353983,S3,Life Investments Private Limited,Life Investments-Prvtee Limited,"Plot No.38, Mangal Nagar, Area Behind Ground Floor & 1St Floor, Rajeev Gandhi Square, Pipli, Yarao, Indore, Madhya Pradesh","Plot No.38, Mangal Nagar, Area Behind Ground Floor & 1St Floor, Rajeev Gandhi Square, Pipli, Yarao, Indore, MP",India,India,1
S1-905603318,S3-365874817,S3,Farm Foundation,Sri Tech Care,"Chirji Lal Sharma Nr., Sangi Dass Havel Phalodi, Phalodi, Jodhpur, Rajasthan","Door No 448 C/o Smt Phoolvasi Devi Pasi Khasra 481 And Part Of 484 Barkheda Pathani, Bhopal, MP",India,India,0
S1-581635427,S3-118642,S3,Infra Tristar Healthcare Private Limited,Classic Academy Limited,"Delhi, East Delhi, House No. 90-A, Kanti Nagar, Azad Nagar","T6-142 Osian Chlorophyll, null, Chennai, Kancheepuram, தமிழ்நாடு",India,India,0
S1-264406432,S3-657946717,S3,Classic Food Pvt Ltd,கிளாசிக் ஃபுட் பிரைவேட் லிமிடெட்,"No.42/2, Vembuliamman Koil Street, Chennai City Corporation, Chennai, Tamil Nadu","No.42/2, Vembuliamman Koil Street, Chennai City Corporation, TN",India,India,1
S1-945209691,S3-495084346,S3,Main Street Massage LLC,BORREGO ASSOCIATES TERM,"20850 Biles Road, Albemarle, NC","975 Penny Branch Road, Warsaw, North Carolina",US,US,0
S1-580158544,S2-948675458,S2,Bright Management,PVT. KRIS BROKING LTD.,"C-126 Anand Niketan, New Delhi, South Delhi, Delhi","H.NO 47, AZAD MARG, DEPALPUR, INDORE, Madhya Pradesh",India,India,0
S1-586901089,S2-334187665,S2,Surgical Heritage Clinic LLC,Huang American Top,"Winston-salem, NC, Unit 1, 1123 W End Boulevard","113 CYNTHIA STREET, KEIZER, OR",US,US,0
S1-974298873,S3-839662413,S3,Woodland Group,Warrior Sérvices Private,"Jamnagar, Patel Colony, Silvar Plaza, P.N. Marg, 7, Gujarat, Jamnagar","Lela Sterling, B - Wing, Flat - 404, Yashodham, Goregaon, Mulund Link Road, Goregaon Eas, T, Mumbai, MH",India,India,0
S1-118009929,S2-299546485,S2,Midnapore Foundation Partners,शिवम इंजीनियरिंग प्रा. लि.,"P-117, Hijli Co-Operative, Vivakanonda Sanga Club, Midnapore, West Midnapore, West Bengal","BLOCK-MUSAHRI, WARD NO.17, B.L SINGHANIA APARTMENT, AKHARAGHAT, MUZAFFARPUR, बिहार",India,India,0
S1-230930619,S2-509000592,S2,Alanah Candelaria Growth Inc,@securehospitality,"978 Mabry Hood Road, Unit 102, Knoxville, TN","OH, ##4231 CLEVELAND AVE, CANTON",US,US,0
S1-298414411,S2-956269532,S2,Shakti Engineering Private Limited,proconironsindia.com,"#52, Ews, 63 Exptl Houses, 707 Sfs, 4Th Phase, Yelahanka New Town, Bangalore, Karnataka","H.NO-359, THIRD FLOOR GALI NO-14, DDA FLATS, MADANGIR, NEW DELHI, Delhi",India,India,0
S1-970368569,S2-755381839,S2,SCA Perfect Private Limited,NEXTGEN INSURANCEMARKETING L.L.P.,"H No: 7-2-1669 Sy.No: 44, 45 5, Sanath Nagar, Hyderabad, Telangana","901, PADMA TOWER-I, RAJENDRA PLACE, Delhi",India,India,0
S1-821892389,S2-391699935,S2,"Burton, Rico & Martinez Inc.",CINDER ARRAY INC.,"219 Pope St, Unit 3, Louisville, KY",,US,US,0
S1-956013771,S3-772579904,S3,Gayatri Security of Kolkata,Prime,"C/O Essor Business Center, 42, Ustad Golamali Khan Sarani, (Broad Street), Room No. -1, Gro, Und Floor, Kolkata, Kolkata, Howrah, West Bengal","House No.41/2347-A, Veluthadath House Kalabhavan Road, Ernakulam, Kerala",India,India,0
S1-739905091,S2-880309907,S2,Creative Sun Exports Private Limited,क्रिएटिव सन एक्सपोर्ट्स प्राइवेट लिमिटेड,"Acme Plaza 301 Andheri-Kurlaroad Opp Sangam Cinema Andheri E, Mumbai, Maharashtra","ACME PLAZA 301  ANDHERI-KURLAROAD OPP SANGAM CINEMA ANDHERI E, MUMBAI, महाराष्ट्र",India,India,1
S1-228631300,S3-838374248,S3,Platinum Talent Company,Tigner & Ségrest Partners,"1060 Cassandra Lane, Bozeman, MT","112 Sargent Rd, Westminster, Massachusetts",US,US,0
S1-33984562,S2-828160763,S2,Slate PLLC,UNITED LEAGUE HARBOR,"735 Charlton Street, Southbridge, MA","AZ, 13243 CROCUS DRIVE, SURPRISEC DP",US,US,0
S1-986167634,S3-908936235,S3,Sterling Industrial Works Inc,karilsmoderndeli.com,"2888 Tradewinds Trail, City Of Green Bay, WI","Brandy Wood Dr, West Valley City, Utah",US,US,0
S1-200108130,S3-377370860,S3,Campus & Brothers Private Limited,सिल्वर हॉस्पिटैलिटी,"C/O Shiv Pal Singh, S/O Shri Mehtab Singh Krishna Nagar, Bharthana Road, Etawah, Etawa, Uttar Pradesh","No. 257 Ledhupur Ashapur, Varanasi, उत्तर प्रदेश",India,India,0
S1-268922766,S3-415369832,S3,Anand Collective Pvt Ltd,ASR Producer Private Limited,"Sf/No:221/2, Si/No:33, Sai Ram Avenue, Coimbatore South, Coimbatore, Tamil Nadu","Pune, B 1184/4Cfergusson College Road, Pune, महाराष्ट्र",India,India,0
S1-840018462,S3-780048639,S3,Nizamabad Kd Private Limited,nizamabad kd private limited,"3-10436/1/A, Chandra Nagar, Nizamabad, Telangana","Hn #876 3-10436/1/A, Chandra Nagar, Nizamabad, TG",India,India,1
S1-775109684,S2-109871957,S2,Silver International Private Limited,Silver International Private,"23/1 Saxena Houseshakti Nagar, Delhi, North Delhi, Delhi","DOOR NO 23/1 SAXENA HOUSESHAKTI NAGAR, DELHI, Delhi",India,India,1
S1-515767421,S2-493869525,S2,Modern Consulting Limited,న్యూ ప్రొడ్యూసర్ ప్రైవేట్ లిమిటెడ్,"Green Avenue Sushant Lok, Gurgaon, Sadar Bazar, F-310 2Nd Floor Sector 57, Haryana","8-9-30/1/24-25, F-504, THE LEGEND PALACE COLONY, HIMAYATHNAGAR, HYDERABAD, Telangana",India,India,0
S1-892548486,S3-598299635,S3,Shiva Investment Private Limited,Alpha Global Private,"502 Soham Chs Ltd Hardevi, Society Gate No-3, Jogeshwari East, Mumbai, Maharashtra","5-108, West Adayavalanjan Street, Srirangam, Trichy, Tiruchirappalli, TN",India,India,0
S1-747150573,S2-99391204,S2,Valley Equity Partners,Fitzgerald Value Storage Llc,"2921 Boca Chica Boulevard, Unit UNIT 21, Brownsville, TX","906 SEDGWICK DRIVE, PRAIRIE GROVE, AR",US,US,0
S1-536219370,S3-966792999,S3,AW Automotive,de1hiconsultancy.com,"B 774, Aman Vihar, Kirari, Delhi, North West, Delhi","Rz-h/10, South West Delhi, Delhi, DL",India,India,0
S1-652301678,S2-195169840,S2,Maharashtra & Co,Shalimar Bagh Developers Private Ltd,"No.6, 2Nd Floor, 1St Main, Near Oxford College Back Gate, Hongasandra, Bommanahalli, Bangalore, Karnataka","NO 246 GALI NO 4 OPP SHIV MANDIR, HADERPUR ROAD SHALIMAR BAGH, SHALIMAR BAGH, Delhi",India,India,0
S1-529542528,S3-843998353,S3,Bonet Inc,Bonet Incorporated,"13706 83rd Circle, Vancouver, WA","13706. 83rd Cir, Vancouver, Washington",US,US,1
S1-419720374,S3-407299225,S3,"Sweet, Patridge & Spencer","Sweet, Patridge &","4200 Boca Chica Boulevard, Unit UNIT 20, Brownsville, TX","4200 Boca Chica Blvd, Brownsvlile, Texas",US,US,1
S1-928120112,S3-792812992,S3,WFI Duration Corp,wfíduration.com,"89 Aulds Avenue, Lone Grove, OK","89 Aulds Avenue, Oklahoma, Lone Grove",US,US,1
S1-537139495,S2-725363362,S2,National Restaurant Care,National Restaurant (Care),"2021 Southwind Cove, Dyersburg, TN",,US,US,1
S1-139049129,S3-680411108,S3,Surgical Care of Jonesville,Rocky Value Group Ltd Center,"4711 Howell School Road, Jonesville, NC","2996 Stanley Road, # 5, Archdale, North Carolina",US,US,0
S1-890838570,S2-863969902,S2,Biis Secure Costamare PLLC,HEARTLAND INC SERVICE,"480 Broadway, Unit Apartment 501, Eugene, OR","JACKSONVILLE, AL, 55 HOLLAND FINLEY RD",US,US,0
S1-25571518,S2-387491535,S2,Carbajal International,"Robenia Lane Tri State Reserve, Inc","320 490, Unit 7007, Salt Lake City, UT",,US,US,0
S1-812012468,S3-491920896,S3,Life Foundation,Rudra Forestry Pvt,"Fno- 301, Shobha Complex Gorakh Nath Lane, New Capital, Patna, Bihar","Rno 805B, Howrah, Kolkata, পশ্চিমবঙ্গ",India,India,0
S1-111413299,S3-604333146,S3,"Hitchcock, Sanchez & Meade LLC",Trinity Mínistries,"111-07 Liberty Avenue, South Richmond Hill, NY","#1785 Red Robin Road, Building 2, Columbus, Ohio",US,US,0
S1-375126019,S2-907809646,S2,Lucky Massage! PC,Cardinal-LLC,"771 Parkview Drive, Lehi, UT","TIMBERLANE DRIVE, MARSHALL CITY, MN",US,US,0
S1-656030072,S2-635068576,S2,C I Monn All Partners,Ltd Mountain Coalition,"2131 East Avenue, Bldg Building E, Brighton, NY","125 WINTHROP STREET, MEDFORD, MA",US,US,0
S1-198551570,S2-28542381,S2,Family Care LLC,Dynamic Materials Industries Incorporated,"2404 Empire Street, Unit 2, Bloomington, IL","LILYPAD LAKE RD, KATY, TX",US,US,0
S1-643509649,S2-101377924,S2,High Power Private Limited,SAIDAPET TECHNOLOGIES PARITVTBE LIMITED,"No 213 Ds Max Suncrest, Narayana Nagar 2Nd Block, Thippasandra Doddakallasandra, Bangalore, Karnataka","NO. 4/46, ST. PETRIC CHRUCH ROAD, ST. THOMAS MOUNT, SAIDAPET, Tamil Nadu, null",India,India,0
S1-915005643,S2-764707453,S2,Classic Marketing Private Limited,Atuqlia & Co,"Haryana, Gurgaon, 444 Udyog Vihar Phase Iii Gurgaon, Gurgaon","3-100/104, MASJID BUNDER, Maharashtra",India,India,0
S1-647833022,S3-413848528,S3,Beacon Corporate,Beacon Center,"4309 Arrow Tree Drive, Unit UNIT F, Saint Louis, MO","4309b Arrow Tree Drive, # UNIT F, ST. Louis, Missouri",US,US,1
S1-748967505,S2-713609570,S2,Capital Association IV,"Julina Shépherd Gulf Bancorp, Corp","22203 Dusty Trail Boulevard, Sun City West, AZ","WALLINGFORD TOWNSHIP, CT, 302. GRIEB RD",US,US,0
S1-483289212,S2-502671463,S2,Info Exports Pvt. Ltd.,infoexports.com,"Kochuvayalil House, Pangada P.O, Pampady, Kottayam, Kerala","KOCHUVAYALIL HOUSE, PANGADA P.O, PAMPADY, KOTTAYAM, കേരളം",India,India,1
S1-594446932,S3-532838295,S3,XW Nova LLC,Partners Green Cloud Innovations,"313 Heatherwood Court, Concord, NC","Ohio, Milofrd, 136 Ninth Street",US,US,0
S1-714628297,S2-28837495,S2,Ceil's Design Inc,CEIL'S DESIGN,"20 Ryan Street, MO, Festus","MO, 20 RYAN ST, FESTUS",US,US,1
S1-247561546,S3-96303501,S3,Dynamic Energy Private Limited,M/s Dynamic Energy Private Ltd,"10/C Camac St25B Camac St, Kolkata, Calcutta, West Bengal","H.no 0/C Camac St25b Camac St, Kolkata, Calcutta, পশ্চিমবঙ্গ",India,India,1
S1-350670426,S3-676587708,S3,Division of Consumer Affairs,Lopez Póint C1inic,"653 Rinpoche Lane, WI, Village Of Oregon","90 Washington Saint, # 403, Taunton, Massachusetts",US,US,0
S1-511300110,S2-433536738,S2,National Trust,national trust,"2606 Quail Drive, Unit A, Columbia, MO","QUAIL DRIVE, COLUMBIA, MO",US,US,1
S1-414108835,S2-291949367,S2,Shivam Digital Finance Limited,Shree Sangh Corp Enterprises,"M. No. 3242, Bavdhan, Wai, Satara, Maharashtra",,India,India,0
S1-844275456,S2-939525992,S2,"Internal Medicine Center, LLC",Conley & Stephenson,"Chesterfield County, VA, 10206 Cravensford Terrace","14075 DRY BRIHGE RD, RUTHER GLEN, VA",US,US,0
S1-386847544,S2-797539606,S2,Womens Health Partners of Austin,Womens Health Partners óf Austin,"2228 Dry Tortugas Trail, Austin, TX","2228 DRY TORTUGAS TRL, AUSTIN, TX",US,US,1
S1-352093552,S3-798322842,S3,Unique Power Private Limited,Ss Perfect Technology Private Limited,"No.43, Ground Floor, Jai Jawan Street Aditya Layout, R M Nagar, Bangalore, Karnataka","Indore, 2, MP",India,India,0
S1-848306284,S3-211506697,S3,Bermudez Metropolitan Box,great guild,"AZ, 2113 Marshall Avenue, Phoenix","16701 Epperson Rd, Princeton CITY, Illinois",US,US,0
S1-750926562,S3-88615908,S3,Mahashakti Marketing (India) Pvt Ltd,INFINITI INTERNATIONAL SCHOOL CENTER,"48/18, Swiss Park Kolkata, Kolkata, Kolkata, Howrah, West Bengal","No 14Th And 15Th Floor, Thane, MH",India,India,0
S1-964289922,S3-24470223,S3,Annur Technologies (India) Private Limited,Pvt TGS Panels Limited,"E-191/2 Lajpat Nagar-1, New Delhi, South Delhi, Delhi","H. No 1146/ Karkhana Road, Khandala, Aurangabad, MH",India,India,0
S1-298736321,S3-924011386,S3,Unicorn & Co,Global-Consulting,"M-4 Plot No B 3 And 4 Swastik Bhawan Ranjit Nagar, New Delhi, Central Delhi, Delhi","Hn 280 15, Nirav Complex, 1St Floor Opp. Navrang High School, Ahmedabad, Naranpura, GJ",India,India,0
S1-575028924,S3-146121469,S3,"Sanchez, Stewart and Brice, Inc.","Nicholson, Kérrin MD J.,","536 Berry Hills Drive, South Charleston, WV","Brighton Trl, Woodbury, Minnesota",US,US,0
S1-246701547,S2-213108806,S2,Wildlife Foundation,"Llc Ridge Pediatrics,","2476 45th Street, Washougal, WA","1508 SUNSET BEACH RD, BUFFALO TOWNSHIP, PA",US,US,0
S1-651553638,S2-159662703,S2,KI Power Private Limited,Chennai Safety Limited Center,"1333, Block - C2 Palam Vihar, Gurugram, Gurgaon, Haryana","NEW NO:81, OLD NO:41 THAMBU (CHETTY) STREET, MANNADY, CHENNAI, தமிழ்நாடு",India,India,0
S1-467780166,S3-665015524,S3,Unified Medical Global LLC,Wilcox  Fashion Inc,"47 Safer Plaza, Akron, OH","Arundel Woods Dr, Jessup, Maryland",US,US,0
S1-396395940,S3-603472581,S3,Jilli Bonsall Superior Plutonian LLC,Behavioral Héalth Select Specialists Partners,"2 Father Finian Sullivan Drive, Unit Apartment 6J, Yonkers, NY","221 Country Club Road, Shelby, North Carolina",US,US,0
S1-960297912,S3-266262936,S3,Quik Medical Centre Corporation,సూర్య టెక్ ప్రైవేట్ లిమిటెడ్,"Tc-79/4 Veli, Thiruvananthapuram, Trivandrum, Kerala","003Rd Floor, Hyderabad, Andhra Pradesh",India,India,0
S1-223845900,S3-244269474,S3,Wilder & Mortenson Corp,Wilder + Mootfensno Corp Corp,"2119 Barclay Street, MD, Baltimore","6119 Barclay Street, Baltimore, Maryland",US,US,1
S1-197964829,S3-420788278,S3,Estelle Finance Limited,Tavovio,"House No.-96, Ground Floor, Near Ryan International School, Sector-4, 0, Gurgaon, Haryana","A1-103, Summer Palm, Sector 86, Faridabad, Haryana",India,India,0
S1-408946983,S2-294105271,S2,Shiv Systems Private Limited,ಪ್ರೀಮಿಯರ್ ವೈಟ್ ಇನ್‌ಫೋಟೆಕ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,"Hotel Swagat, Opposite Icici Bank M.I.Road, Jaipur, Rajasthan","# 39/7D 6TH CROSS ADARSHA, NAGAR KAVALBYSANDRA, BANGALORE, BANGALORE NORTH, Karnataka",India,India,0
S1-964932759,S3-799456191,S3,Delhi Vetcare Private Limited,Delhi Vetcare,"C-1004, Chitrakoot Dham Cghs Ltd., Plot No. 2, Sector 19, Dwarka, Delhi, South West Delhi, Delhi","C-100, South West Delhi, DL",India,India,1
S1-871866784,S2-235078247,S2,"Val P. Leese, DPM, DDS PC","Celisse N. Warren, D.D.S. Metro Co","NY, 210 Le Chase Drive, Gates, Unit Unit C","10806 STONE RIDGE WAY, HARRISON, OH",US,US,0
S1-255187292,S3-43303502,S3,"Gabriel, Veliz and Gagnon Premier",Delgado Inc. Restaurant Highland,"916 Deodar Street, Unit UNIT E, Ontario, CA","197 Athens Street, # 3, Boston, Massachusetts",US,US,0
S1-104641467,S2-573860051,S2,Ss Investment Private Limited,MERA TRADERS PRIVATE-LIMITED,"Mumbai, Maharashtra, Office No. 317, 3Rd Floor, Options Primo Premises Co-Op Soc. Ltd., Plot No. 21, Andheri (East), Mumbai","H.NO 34- SY.NO.26, NRUPUTUNGA COLONY, GULBARGA, Karnataka",India,India,0
S1-430758921,S3-545780742,S3,Arrah Tieup Pvt. Ltd.,બ્લૂ બિલ્ડર્સ લિમિટેડ,"C/O Ravindra Kumar Pathak, Panch-Narbirpur, Vill-Chandi, Tolachandi Dist-Bhojpur, Block Koilwar, Arr, Arrah, Bhojpur, Bihar","F-0118, Sabar Kantha, GJ, Himatnagar",India,India,0
S1-700777310,S2-851378251,S2,Willow Pizza,QBW Bioloigcs Inc,"3905 Bertrand Lane, Waukegan, IL","NIBLICK CT, NAGS HEAD, NC",US,US,0
S1-647174287,S3-818734709,S3,"Bromley, Ortiz & Myers Innovation LLC","BROMLEY, ORTIZ & MYERS INNOVATION LLC","7722 Lasata Lane, Harrison, TN",,US,US,1
S1-528192293,S2-578734528,S2,ODP Networks,"Johns Ridge Ishares, Group","1809 26th Street, La Grande, OR","LINCOLN, NE, 2029. FIFTH ST",US,US,0
S1-231889036,S3-328427630,S3,Watertown Memorial Committee Partners,Watertown Memorial,"104 Coolidge Hill Road, Unit 8, Watertown, MA","104 Coolidge Hill Road, # 8, Watertown, Massachusetts",US,US,1
S1-985774903,S3-303874050,S3,"Meadows, Lopez and Sluss LLC",Hunt and Flánders,"1633 Harrisburg Lane, Suisun City, CA","420 Merrill Ave, null, Glendive, Montana",US,US,0
S1-269803183,S3-776685261,S3,Atlantic Fifth,24 Hour LLC Partners,"NY, Greenburgh, 111 Wood Avenue","710 Bent Ln, Newark, Delaware",US,US,0
S1-309236652,S2-335080917,S2,Zak Annuities,Group Asset Building Institute,"Hustonville, KY, 8870 78","5204 WASHINGTON STREET, DOWNERS GROVE, IL",US,US,0
S1-487064816,S2-91620842,S2,Ornate Traders Private Limited,Bharat Healthcare,"House No-21/22 Chandan Nagar Colony Mubarakpur Near Iim, Lucknow, Uttar Pradesh","#18 RAMESH KUMAR S/O PONCHU DAS PANCH VILL RAFIGANJ NP, TOLA-TIWARI BIGHA DIST, AURANGABAD, BLOCK-RAFIGANJ, Bihar",India,India,0
S1-918287669,S3-69568725,S3,Big Builders Private Limited,First Consulting Private Ltd,"10, Poiwan, Aurangabad, Bihar","Of-404; Tower -B-4, Gurgaon, HR",India,India,0
S1-595257212,S2-407739348,S2,One Investment Private Limited,जैन ग्लोबल प्रा. लि.,"D - 14/124, Sector - 8, Rohini, North West, Delhi","PLOT NO-24, WARD NO-5, BAKSHI LAYOUT, KHADGAON ROAD, NAGPUR (URBAN), NAGPUR, Maharashtra",India,India,0
S1-97577806,S2-644841981,S2,Supreme Software Limited,Supreme Software Ltd,"Plot No-2192 (P), In Front Of Signature Arcade Apartment, Gadakan Mouza, Khata No-762, At-Bhatapada, Bhubaneswar, Khordha, Orissa","PLOT NO-2192 (P), IN FRONT OF SIGNATURE ARCADE APARTMENT, GADAKAN MOUZA, KHATA NO-762, AT-BHATAPADA, BHUBANESWAR, Odisha",India,India,1
S1-477454470,S3-300435066,S3,Metro Construction LLC,The Classic Critical-LLC #61543,"6020 Ehrhardt Avenue, Sacramento, CA",,US,US,0
S1-301168126,S3-147127595,S3,Kuberan Production Private Limited,Kuberan Production Private Ltd,"Madhya Pradesh, M-3, Indore, Dhenu Centre, Meera Path Road, 21 B.C. Dhenu Market, Indore",,India,India,1
S1-218956224,S2-539495776,S2,Barnes Anadolu LLC,GLYPHORA ISLANDS [LP],"387 Queen Street, Hampton City, VA","8865 BASELINE RD, MESA, AZ",US,US,0
S1-481397234,S3-529714076,S3,Osn Seva Samiti,Tejavy  Automotives,"2-14-1, Telugupeta, Velugodu, Kurnool, Andhra Pradesh","172, I Cross, Ii Main, Pai Layout Old Madras Road, Benniganahalli, Bangalore, KA",India,India,0
S1-970570431,S2-889199742,S2,Kinsey Grid,Park Wellness,"3054 205th Court, Sammamish, WA",,US,US,0
S1-73940656,S3-349974021,S3,Urology Physicians Inc.,UROLOGY PHYSICIANS INC.,"1827 Aurora Drive, Bloomington, IN","Aurora Drive, Bloomington, Indiana",US,US,1
S1-909798902,S2-633175610,S2,Chiropractic Care LLC,Chiropractic Care L.L.C.,"1715 James Howe Road, Polk County, OR","1715 JAMES HOWE RD, NULL, POLK COUNTY, OR",US,US,1
S1-11892278,S3-289203025,S3,Jarlon Connection Inc,prairieregency.com,"3407 Hemlock Street, Unit Unit B-2, Cannon Beach, OR","Onondaga Avenue, Unit Apartment 2, Syracuse, New York",US,US,0
S1-191874998,S3-294414663,S3,Anchor Delta Ridge LLC,Novicira t/a Surgical Medicine LLC,"Granite Falls, WA, 40105 Mountain Loop Highway","433 Broad Street, Unit 433, Columbus, OH",US,US,0
S1-595848273,S3-844979058,S3,Office of Finance LLC,Colllge,"2674 San Rafael Place, Fl 0, Saint Louis, MO","14315b Islandwoods Dr, Houston, Texas",US,US,0
S1-203460032,S2-620684527,S2,Digital Global Private Limited,डिजिटल ग्लोबल प्राइवेट लिमिटेड,"C2-381 Vill- Sampla, Rohtak, Haryana","C-381 VILL- SAMPLA, ROHTAK, Haryana",India,India,1
S1-801110649,S3-947515562,S3,Aplus Diam (India),इंडो कंसल्टेंसी प्राइवेट लिमिटेड,"C/O Sayab Kalu Aachalwadi, Road Khargon, Khargone, West Nimar, Madhya Pradesh","House No. 124-A, Janta Flats Chilla, Mayur Vihar, Phase-1, East Delhi, DL",India,India,0
S1-569474460,S3-446565792,S3,890 Lincoln Boulevard Partners,Pediatric Dental Health Westgate,"5651 4100, Kaufman, TX","3010 Silver Hawk Way, Village Of Weston, Wisconsin",US,US,0
S1-310702888,S3-788887509,S3,Benevolent Trading Pvt Ltd,PF Prodooeir Limited,"C/O Shri Raju Anjayya Peddi, Plot No 1, 2, Near Vir Sawarkar Chowk, Shahnoorwadi, Aurangabad, Maharashtra","Agra, उत्तर प्रदेश, C/o Rukama Devi",India,India,0
S1-942297936,S3-619426411,S3,"Vision Physicians, Inc","Vision Physicians, Inc","4501 Southern Boulevard, Kettering, OH","4501 Southern Boulevard, Dayton, Ohio",US,US,1
S1-104229812,S3-334930681,S3,Delta Lakeshore,Bright Partners Diner!,"1812 State Street, Olean, NY","Bethesda, Maryland, 8311 Thoreau Drive",US,US,0
